





















Cliente Ficticio 2292; 20560005, R TEODORO DA SILVA,   546, APT 202, VILA ISABEL, RIO DE JANEIRO, RJ; 297.05; 14



































Cliente Ficticio 2328; 42700000, R DOS VEREADORES,310,ED P D FORTE AP404, JOCKEY CLUB, LAURO DE FREITAS, BA; 350.49; 14



































Cliente Ficticio 2364; 22080060, R JOAQUIM NABUCO,   212, APT 303, IPANEMA, RIO DE JANEIRO, RJ; 437.52; 14



































Cliente Ficticio 2400; 07022010, R MOGI DAS CRUZES,    14, GOPOUVA, GUARULHOS, SP; 210.22; 14



































Cliente Ficticio 2436; 16074320, R JOAO ANTONIO VASCONCELOS,   326,   SN, AMIZADE, ARACATUBA, SP; 23.53; 14



































Cliente Ficticio 2472; 81010080, R CAP JOAO ZALESKI,  1764, CASA 5, LINDOIA, CURITIBA, PR; 159.82; 14



































Cliente Ficticio 2508; 74320020, AV A, QD 04, LT 04, VILA LUCY, GOIANIA, GO; 197.10; 14



































Cliente Ficticio 2544; 06713630, EST DA CAPUAVA,  2451, CASA 17, JARDIM SAO VICENTE, COTIA, SP; 43.61; 14



































Cliente Ficticio 2580; 14405631, R DOS ANGICOS,4613, PARQUE DOS PINHAIS, FRANCA, SP; 234.53; 14



































Cliente Ficticio 2616; 09290260, AV SOROCABA,   858, CASA 1, PARQUE JOAO RAMALHO, SANTO ANDRE, SP; 95.04; 14



































Cliente Ficticio 2652; 11020003, AV AFFONSO PENNA,   589, CASA CASA, ESTUARIO, SANTOS, SP; 69.79; 14



































Cliente Ficticio 2688; 07194360, R LARANJEIRAS,257, JARDIM SCYNTILA, GUARULHOS, SP; 177.48; 14



































Cliente Ficticio 2724; 03278070, R CAP VENCESLAU JAPIASSU ARAGAO,98,CASA4, VILA EMA, SAO PAULO, SP; 184.79; 14



































Cliente Ficticio 2760; 21321232, R LUIZ BELTRAO,   509, APT 301, VILA VALQUEIRE, RIO DE JANEIRO, RJ; 197.77; 14



































Cliente Ficticio 2796; 05522000, R HEITOR DOS PRAZERES,   275, FERREIRA, SAO PAULO, SP; 172.71; 14



































Cliente Ficticio 2832; 21220380, AV PST MIRANDA PINTO,   437, IRAJA, RIO DE JANEIRO, RJ; 211.83; 18



































Cliente Ficticio 2868; 26564130, TV LEANDRO ROSA,    20, JACUTINGA, MESQUITA, RJ; 104.89; 18



































Cliente Ficticio 2904; 03476010, AV INCONFIDENCIA MINEIRA,  2010, BL 1, APT 103, VILA ANTONIETA, SAO PAULO, SP; 171.08; 18



































Cliente Ficticio 2940; 03309000, R SERRA DO JAPI,   313, APT 73, VILA GOMES CARDIM, SAO PAULO, SP; 49.89; 18



































Cliente Ficticio 2976; 81210020, R WENCESLAU SARNACKI,   244, MOSSUNGUE, CURITIBA, PR; 245.15; 18



































Cliente Ficticio 3012; 05134080, R ITAPICURU-MIRIM,46, JARDIM MANGALOT, SAO PAULO, SP; 304.55; 18



































Cliente Ficticio 3048; 08160000, R ARICANGA,1111,CASA 02, JARDIM SILVA TELES, SAO PAULO, SP; 228.44; 18



































Cliente Ficticio 3084; 11085590, R GILBERTO FRANCO SILVA,   350, CANELEIRA, SANTOS, SP; 477.60; 18



































Cliente Ficticio 3120; 26553320, R RIO GRANDE DO SUL,   160, CASA 2, CENTRO, MESQUITA, RJ; 223.00; 18



































Cliente Ficticio 3156; 20511330, R GARIBALDI,   225, BL 1, APT 702, TIJUCA, RIO DE JANEIRO, RJ; 468.04; 18



































Cliente Ficticio 3192; 13480251, PC PRF ANTONIO DE QUEIROZ,    37, JARDIM MERCEDES, LIMEIRA, SP; 52.89; 18



































Cliente Ficticio 3228; 09080320, R VITORIA REGIA,   979, CAMPESTRE, SANTO ANDRE, SP; 341.15; 18



































Cliente Ficticio 3264; 74674250, R J 59, QD 137, LT 06, SETOR JAO, GOIANIA, GO; 300.04; 18



































Cliente Ficticio 3300; 12426140, R HITLER RIBEIRO,    54, RESIDENCIAL ARCO-IRIS, PINDAMONHANGABA, SP; 149.37; 18



































Cliente Ficticio 3336; 18060670, R VINTE E TRES DE MAIO,   233, VILA BARAO, SOROCABA, SP; 113.97; 18



































Cliente Ficticio 3372; 13030625, R MARIA DA GLORIA VILELA,   281, SAO BERNARDO, CAMPINAS, SP; 0; 18



































Cliente Ficticio 3408; 82820160, R LUIZ BARRETO MURAT,    10, BAIRRO ALTO, CURITIBA, PR; 200.39; 18



































Cliente Ficticio 3444; 80620200, AV AGUA VERDE,1575,BL B PT 1702, AGUA VERDE, CURITIBA, PR; 270.45; 18



































Cliente Ficticio 3480; 18077120, R ZORAIDA DE BARROS NARDI,   750, JARDIM GUAIBA, SOROCABA, SP; 7.61; 18



































Cliente Ficticio 3516; 21051170, R JAQUIRANA,8,BLOCO 17 APTO 402, DEL CASTILHO, RIO DE JANEIRO, RJ; 290.70; 18



































Cliente Ficticio 3552; 90035170, R GONCALO DE CARVALHO,    87, APT 202, FLORESTA, PORTO ALEGRE, RS; 124.66; 18



































Cliente Ficticio 3588; 09851180, R JOSE DIAS DONADELLI,   455, BL A, APT 41, ALVES DIAS, SAO BERNARDO DO CAMPO, SP; 144.63; 18



































Cliente Ficticio 3624; 13100040, AV PRCA D'OESTE,  1072, BL BARLAVENTO, APT 101, JARDIM PARAISO, CAMPINAS, SP; 341.99; 18



































Cliente Ficticio 3660; 11035190, R GUAIBE,    44, APARECIDA, SANTOS, SP; 88.29; 18



































Cliente Ficticio 3696; 11370080, R ESTEVAO DE ALMEIDA,   280, VILA CASCATINHA, SAO VICENTE, SP; 0; 18



































Cliente Ficticio 3732; 69035366, R ALBERTO RANGEL,    16, FD, COMPENSA, MANAUS, AM; 379.84; 18



































Cliente Ficticio 3768; 09110750, R ODORICO,204, VILA GUARANI, SANTO ANDRE, SP; 0; 18



































Cliente Ficticio 3804; 12071831, R ME CECILIA DO CORACAO DE MARIA,    35, CJ H H PASSARELLI, TAUBATE, SP; 9.30; 18



































Cliente Ficticio 3840; 60160250, R PEREIRA VALENTE,   980, ED MONTE CARLO, APT 1001, MEIRELES, FORTALEZA, CE; 207.01; 18



































Cliente Ficticio 3876; 12234320, R CANTAGALO,265, JARDIM COLONIAL, SAO JOSE DOS CAMPOS, SP; 104.68; 18



































Cliente Ficticio 3912; 11088330, R PRF NELSON ESPINDOLA LOBATO,    21, QD 4, RADIO CLUBE, SANTOS, SP; 275.36; 18



































Cliente Ficticio 3948; 23078110, EST STA MARIA,1816,QD 10 CASA 20, CPO GRANDE, RIO DE JANEIRO, RJ; 180.50; 18



































Cliente Ficticio 3984; 18610265, R LOURENCO CARMELO,   404, JARDIM PARAISO, BOTUCATU, SP; 170.03; 18





































































Cliente Ficticio 4054; 08275590, R GUSTAVO GELEY,    15, BL 1, APT 65, FAZENDA ARICANDUVA, SAO PAULO, SP; 218.15; 14
Cliente Ficticio 4055; 04788120, R PORTO TORRES,121, INTERLAGOS, SAO PAULO, SP; 492.21; 14

Cliente Ficticio 4057; 02992050, R SEBASTIAO LARANJEIRAS,21,A, PARQUE PANAMERICANO, SAO PAULO, SP; 498.44; 14
